SiteCode,Site.Name,Site.Latitude,Site.Longitude,Country,surveys,Start,Latest,Times,X10,Latitude,Longitude
FI5,Hamblin Bay,-51.66203,-57.81594,Falkland Islands (Malvinas),1,2012,2012,1,NA,-51.66,-57.82
FLORES1,Pulau Besar Maragajong,-8.486,122.342,Indonesia,1,2009,2009,1,NA,-8.49,122.34
FLORES2,Ruteng,-8.45386,122.32913,Indonesia,1,2009,2009,1,NA,-8.45,122.33
FLORES3,Taat  Pulau Besar,-8.43986,122.32842,Indonesia,1,2009,2009,1,NA,-8.44,122.33
FLORES5,South Pasar Sari  Gosong Bone Atoll,-8.48432,122.46081,Indonesia,1,2009,2009,1,NA,-8.48,122.46
FLORES6,Pulau Babi South,-8.435,122.499,Indonesia,1,2009,2009,1,NA,-8.44,122.5
FLORES7,Tanjung Darat,-8.48255,122.48146,Indonesia,1,2009,2009,1,NA,-8.48,122.48
FP1,Papeete Dock,-17.53594,-149.58207,French Polynesia,2,2009,2009,1,NA,-17.54,-149.58
FP10,Teavapiti Pass Sth,-16.7456,-151.42573,French Polynesia,1,2009,2009,1,NA,-16.75,-151.43
FP11,Taoru Motu,-16.74719,-151.42478,French Polynesia,1,2009,2009,1,NA,-16.75,-151.42
FP12,Motu Pahi (Bora Bora),-16.43979,-151.76589,French Polynesia,1,2009,2009,1,NA,-16.44,-151.77
FP13,Bora Bora Airport,-16.437188,-151.76281,French Polynesia,1,2009,2009,1,NA,-16.44,-151.76
FP14,Teavapiti Pass,-16.74082,-151.42032,French Polynesia,1,2009,2009,1,NA,-16.74,-151.42
FP15,Maupihaa Inside,-16.77861,-153.95642,French Polynesia,1,2009,2009,1,NA,-16.78,-153.96
FP16,Toau Bommie,-15.9408,-145.91479,French Polynesia,1,2009,2009,1,NA,-15.94,-145.91
FP17,Toau Outside,-15.93489,-145.88078,French Polynesia,1,2009,2009,1,NA,-15.93,-145.88
FP18,Toau Bommie2,-15.9374,-145.89144,French Polynesia,1,2009,2009,1,NA,-15.94,-145.89
FP19,Fakarava Outside,-16.07223,-145.70173,French Polynesia,1,2009,2009,1,NA,-16.07,-145.7
FP2,Moorea Channel,-17.47593,-149.82433,French Polynesia,2,2009,2009,1,NA,-17.48,-149.82
FP20,Fakarava Bommie,-16.08315,-145.69337,French Polynesia,1,2009,2009,1,NA,-16.08,-145.69
FP22,Tikehau Bommie,-15.014089,-148.26711,French Polynesia,1,2009,2009,1,NA,-15.01,-148.27
FP23,Airport Outside Sth,-23.10033,-134.86394,French Polynesia,1,2012,2012,1,NA,-23.1,-134.86
FP24,Motu Tekava,-23.16183,-134.85622,French Polynesia,1,2012,2012,1,NA,-23.16,-134.86
FP26,Motu Tekava Sth,-23.17137,-134.8552,French Polynesia,1,2012,2012,1,NA,-23.17,-134.86
FP28,Ile Taravai West,-23.15316,-135.06086,French Polynesia,1,2012,2012,1,NA,-23.15,-135.06
FP29,Ile Taravai East,-23.13161,-135.02269,French Polynesia,1,2012,2012,1,NA,-23.13,-135.02
FP3,Passe Tareu Moorea,-17.482854,-149.89383,French Polynesia,1,2009,2009,1,NA,-17.48,-149.89
FP30,Ilot Motu-o-ari,-23.15663,-135.02109,French Polynesia,1,2012,2012,1,NA,-23.16,-135.02
FP31,Hoa Inside Beacons,-18.08692,-140.99935,French Polynesia,1,2012,2012,1,NA,-18.09,-141
FP32,Hoa Outside,-18.06747,-141.00187,French Polynesia,1,2012,2012,1,NA,-18.07,-141
FP33,Hoa Inside,-18.07502,-141.00571,French Polynesia,1,2012,2012,1,NA,-18.08,-141.01
FP34,Makemo Outside NE2,-16.616143,-143.560571,French Polynesia,1,2012,2012,1,NA,-16.62,-143.56
FP37,Makemo Inside Bommie,-16.63017,-143.57169,French Polynesia,1,2012,2012,1,NA,-16.63,-143.57
FP38,Makemo NW anchorage,-16.4503833,-143.958583,French Polynesia,1,2012,2012,1,NA,-16.45,-143.96
FP39,Makemo Outside NW Pass,-16.44199,-143.96499,French Polynesia,2,2012,2012,1,NA,-16.44,-143.96
FP4,"Tiki, Moorea",-17.49007,-149.92352,French Polynesia,2,2009,2009,1,NA,-17.49,-149.92
FP40,Tahanea Outside NE,-16.85665,-144.657967,French Polynesia,1,2012,2012,1,NA,-16.86,-144.66
FP42,Tahanea D'Otao Pass,-16.8509833,-144.685833,French Polynesia,1,2012,2012,1,NA,-16.85,-144.69
FP44,Tahanea Inside NE,-16.848925,-144.8958,French Polynesia,1,2012,2012,1,NA,-16.85,-144.9
FP45,Tahanea Motupuapua,-16.83877,-144.69469,French Polynesia,2,2012,2012,1,NA,-16.84,-144.69
FP48,Faaite Passe Teporioha Sth,-16.70424,-145.36034,French Polynesia,2,2012,2012,1,NA,-16.7,-145.36
FP49,Fakarava Sth Cardinal,-16.50639,-145.46147,French Polynesia,1,2012,2012,1,NA,-16.51,-145.46
FP5,Tetiaroa,-17.0004,-149.59126,French Polynesia,1,2009,2009,1,NA,-17,-149.59
FP50,Fakarava Sth Outside,-16.5169,-145.45592,French Polynesia,1,2012,2012,1,NA,-16.52,-145.46
FP53,Fakarava Nth Inside,-16.07705,-145.70184,French Polynesia,1,2012,2012,1,NA,-16.08,-145.7
FP55,Fakarava Nth Pass Outside,-16.07667,-145.70985,French Polynesia,1,2012,2012,1,NA,-16.08,-145.71
FP57,Toau SW Pass Outside,-15.92323,-145.88571,French Polynesia,1,2012,2012,1,NA,-15.92,-145.89
FP58,Toau Bommie 3,-15.94692,-145.88106,French Polynesia,1,2012,2012,1,NA,-15.95,-145.88
FP59,Toau Anse Amyot NE Outside,-15.79749,-146.15323,French Polynesia,1,2012,2012,1,NA,-15.8,-146.15
FP6,Huahine Pass,-16.72503,-150.97299,French Polynesia,1,2009,2009,1,NA,-16.73,-150.97
FP60,Toau Yellow Dog NE Outside,-15.78889,-146.1410583,French Polynesia,1,2012,2012,1,NA,-15.79,-146.14
FP61,Apatiki SE Inside,-15.55977,-146.24266,French Polynesia,1,2012,2012,1,NA,-15.56,-146.24
FP62,Apatiki Carenage Bommie,-15.55443,-146.24031,French Polynesia,1,2012,2012,1,NA,-15.55,-146.24
FP63,"Pta Matu Kuiti, Ile Aukena",-23.13814,-134.9196,French Polynesia,2,2012,2012,1,NA,-23.14,-134.92
FP64,Ile Aukena,-23.12841,-134.90519,French Polynesia,1,2012,2012,1,NA,-23.13,-134.91
FP65,Ile Aukena Bay,-23.128417,-134.90345,French Polynesia,3,2012,2012,1,NA,-23.13,-134.9
FP66,Airport  Inside,-23.10007,-134.8743,French Polynesia,2,2012,2012,1,NA,-23.1,-134.87
FP69,Islots Tekoreu,-23.16863,-135.04515,French Polynesia,1,2012,2012,1,NA,-23.17,-135.05
FP7,Fa'a Miti Huahine,-16.69283,-151.03572,French Polynesia,1,2009,2009,1,NA,-16.69,-151.04
FP8,Passe Avapehi,-16.72781,-151.04663,French Polynesia,1,2009,2009,1,NA,-16.73,-151.05
GAL1,Punta Estrada,-0.75988,-90.30595,Ecuador,1,2012,2012,1,NA,-0.76,-90.31
GAL2,Floreana Norte,-1.24301,-90.39571,Ecuador,1,2012,2012,1,NA,-1.24,-90.4
GAL3,Caldwell,-1.31151,-90.34051,Ecuador,1,2012,2012,1,NA,-1.31,-90.34
GAL4,Gardener Caves,-1.33636,-90.29955,Ecuador,1,2012,2012,1,NA,-1.34,-90.3
GALI1,Las Rieras,42.195705,-8.812766,Spain,3,2015,2015,1,NA,42.2,-8.81
GALI10,San Avaro,43.38054,-8.39626,Spain,3,2015,2015,1,NA,43.38,-8.4
GALI12,Santa Cruz,43.37565,-8.34271,Spain,2,2015,2015,1,NA,43.38,-8.34
GALI13,Aldán. Praia do Portal,42.3027272,-8.8513888,Spain,1,2015,2015,1,NA,42.3,-8.85
GALI14,Observatorio I,42.2458,-8.79433,Spain,2,2015,2015,1,NA,42.25,-8.79
GALI17,Vicedo,42.254,-8.817,Spain,2,2015,2015,1,NA,42.25,-8.82
GALI18,Ribadeo,42.254551,-8.874229,Spain,2,2015,2015,1,NA,42.25,-8.87
GALI2,Punta Subrido,42.245339,-8.86402,Spain,3,2015,2015,1,NA,42.25,-8.86
GALI20,Las Amorosas Norte,43.382933,-8.412417,Spain,1,2015,2015,1,NA,43.38,-8.41
GALI4,Piedras Cantareira,42.239543,-8.900948,Spain,4,2015,2015,1,NA,42.24,-8.9
GALI6,Vinos,42.215163,-8.899266,Spain,4,2015,2015,1,NA,42.22,-8.9
GALI7,Vinos Sur,42.213819,-8.89781,Spain,4,2015,2015,1,NA,42.21,-8.9
GALI8,Area Milla,42.248088,-8.796387,Spain,2,2015,2015,1,NA,42.25,-8.8
GALI9,Altar,43.38676,-8.39463,Spain,3,2015,2015,1,NA,43.39,-8.39
GBR1,Lady Musgrave Lagoon NW,-23.89629,152.40782,Australia,1,2015,2015,1,NA,-23.9,152.41
GBR10,Hoskyn Island west,-23.66815,152.28887,Australia,2,2015,2015,1,NA,-23.67,152.29
GBR100,Keeper Reef NW,-18.7331,147.26909,Australia,2,2017,2017,1,NA,-18.73,147.27
GBR101,Tobias Reef Bommie,-19.09582,148.28345,Australia,2,2017,2017,1,NA,-19.1,148.28
GBR103,Faith Reef,-19.27208,148.34511,Australia,2,2017,2017,1,NA,-19.27,148.35
GBR104,Faith Sundowner,-19.27445,148.34358,Australia,2,2017,2017,1,NA,-19.27,148.34
GBR105,Goulds Reef SW Point,-19.52072,148.71948,Australia,2,2017,2017,1,NA,-19.52,148.72
GBR107,Goulds Reef SW Lagoon,-19.51879,148.73082,Australia,2,2017,2017,1,NA,-19.52,148.73
GBR108,Middle Percy NW,-21.64143,150.24591,Australia,2,2017,2017,1,NA,-21.64,150.25
GBR109,Middle Percy NW Notch,-21.65039,150.24245,Australia,2,2017,2017,1,NA,-21.65,150.24
GBR11,Masthead Island west,-23.53293,151.72316,Australia,2,2015,2015,1,NA,-23.53,151.72
GBR111,21465 Reef Mid North,-21.79107,151.87013,Australia,2,2017,2017,1,NA,-21.79,151.87
GBR112,21465 Reef Mid North Inlet,-21.79238,151.88092,Australia,2,2017,2017,1,NA,-21.79,151.88
GBR113,Oval Reef,-21.83517,152.32959,Australia,2,2017,2017,1,NA,-21.84,152.33
GBR114,Pike Reef,-21.95686,152.4258,Australia,2,2017,2017,1,NA,-21.96,152.43
GBR115,Bird Islets Crest,-14.69171,145.4649,Australia,1,2018,2018,1,NA,-14.69,145.46
GBR116,Loomis Reef Moorings,-14.68285,145.4491,Australia,1,2018,2018,1,NA,-14.68,145.45
GBR117,Round Reef anchorage,-19.96678,149.6219,Australia,2,2018,2018,1,NA,-19.97,149.62
GBR118,Goldsmith anchorage,-20.68459,149.1407,Australia,2,2018,2018,1,NA,-20.68,149.14
GBR119,Goldsmith anchorage south,-20.68555,149.1413,Australia,2,2018,2018,1,NA,-20.69,149.14
GBR12,Wistari Reef south west,-23.46521,151.85275,Australia,2,2015,2015,1,NA,-23.47,151.85
GBR121,Linne Island,-20.67599,149.1762,Australia,2,2018,2018,1,NA,-20.68,149.18
GBR122,Pelican Island,-20.79606,149.267,Australia,2,2018,2018,1,NA,-20.8,149.27
GBR123,Brampton Island SW,-20.80311,149.2556,Australia,2,2018,2018,1,NA,-20.8,149.26
GBR124,Halichoeres Heaven,-20.80873,149.2505,Australia,2,2018,2018,1,NA,-20.81,149.25
GBR125,Keswick NW,-20.89839,149.4034,Australia,2,2018,2018,1,NA,-20.9,149.4
GBR126,Connie Bay,-20.59797,149.4121,Australia,2,2018,2018,1,NA,-20.6,149.41
GBR127,Keswick Passage,-20.92427,149.4239,Australia,3,2018,2018,1,NA,-20.92,149.42
GBR128,Little Stevens anchorage,-20.56343,150.0298,Australia,2,2018,2018,1,NA,-20.56,150.03
GBR129,Little Stevens Reef,-20.56652,150.0332,Australia,2,2018,2018,1,NA,-20.57,150.03
GBR13,North West Island anchorage,-23.29573,151.69486,Australia,2,2015,2015,1,NA,-23.3,151.69
GBR130,Hydrographers Outer Reef,-20.26498,150.4949,Australia,2,2018,2018,1,NA,-20.26,150.49
GBR131,South Blue Pearl Bay,-20.0498,148.8784,Australia,4,2018,2019,2,NA,-20.05,148.88
GBR132,Blue Pearl Bay central,-20.0429,148.8823,Australia,4,2018,2019,2,NA,-20.04,148.88
GBR133,Dolphin Point,-20.00377,148.8806,Australia,2,2018,2018,1,NA,-20,148.88
GBR134,Luncheon Bay,-20.06527,148.9503,Australia,2,2018,2018,1,NA,-20.07,148.95
GBR135,Butterfly Bay East,-20.07003,148.9819,Australia,2,2018,2018,1,NA,-20.07,148.98
GBR136,Mackerel Bay South,-20.08985,148.9524,Australia,2,2018,2018,1,NA,-20.09,148.95
GBR137,Saba Bay North,-20.10702,148.9408,Australia,2,2018,2018,1,NA,-20.11,148.94
GBR138,Saba Bay Northeast,-20.10734,148.9566,Australia,2,2018,2018,1,NA,-20.11,148.96
GBR139,Black Reef East,-19.8307,149.4756,Australia,2,2018,2018,1,NA,-19.83,149.48
GBR14,North West Island south,-23.30356,151.69659,Australia,2,2015,2015,1,NA,-23.3,151.7
GBR140,Round Reef,-19.96161,149.6253,Australia,2,2018,2018,1,NA,-19.96,149.63
GBR16,Tryon Island south,-23.24659,151.77309,Australia,4,2015,2017,2,NA,-23.25,151.77
GBR17,Tryon Island south west,-23.24371,151.77568,Australia,3,2015,2017,2,NA,-23.24,151.78
GBR18,Humpy and Halfway Islands,-23.202683,150.969783,Australia,2,2015,2015,1,NA,-23.2,150.97
GBR19,Humpy and Halfway Islands1,-23.216266,150.9634,Australia,2,2015,2015,1,NA,-23.22,150.96
GBR2,Lady Musgrave Lagoon N,-23.89878,152.41618,Australia,4,2015,2017,2,NA,-23.9,152.42
GBR20,Middle Island1,-23.161533,150.92055,Australia,2,2015,2015,1,NA,-23.16,150.92
GBR21,Barren Island1,-23.157483,151.070466,Australia,2,2015,2015,1,NA,-23.16,151.07
GBR23,Pine Island1,-20.377983,148.888366,Australia,1,2015,2015,1,NA,-20.38,148.89
GBR24,Hook Reef Passage,-19.81261,149.1329,Australia,2,2015,2018,3,NA,-19.81,149.13
GBR25,Hook Reef1,-19.81349,149.13617,Australia,6,2015,2018,4,NA,-19.81,149.14
GBR26,Bait Reef1,-19.79262,149.0711,Australia,4,2015,2019,3,NA,-19.79,149.07
GBR27,Bait Reef2,-19.79517,149.07878,Australia,2,2015,2019,3,NA,-19.8,149.08
GBR28,Pelorus and Orpheus Islands West1,-18.569116,146.482316,Australia,2,2015,2015,1,NA,-18.57,146.48
GBR29,Adelaide Reef,-17.65532,146.45682,Australia,2,2015,2015,1,NA,-17.66,146.46
GBR3,Lady Musgrave West central,-23.89929,152.39361,Australia,4,2015,2017,2,NA,-23.9,152.39
GBR30,Nathan Reef Bommie1,-17.51851,146.50336,Australia,2,2015,2015,1,NA,-17.52,146.5
GBR33,Fitzroy Island Anchorage,-16.93323,145.98456,Australia,2,2015,2015,1,NA,-16.93,145.98
GBR34,Fitzroy Island West 1 AIMS,-16.92332,145.99627,Australia,2,2015,2015,1,NA,-16.92,146
GBR35,Fitzroy Island West 2 AIMS,-16.9921,145.99963,Australia,2,2015,2015,1,NA,-16.99,146
GBR36,Egmont Reef,-16.52168,145.53775,Australia,2,2015,2015,1,NA,-16.52,145.54
GBR37,Wentworth Reef,-16.51779,145.5258,Australia,2,2015,2015,1,NA,-16.52,145.53
GBR39,Cod Hole,-14.66452,145.6632,Australia,4,2015,2017,2,NA,-14.66,145.66
GBR4,Lady Musgrave West,-23.90507,152.38958,Australia,2,2015,2015,1,NA,-23.91,152.39
GBR40,Tydeman Reef North West,-13.97324,144.50097,Australia,2,2015,2015,1,NA,-13.97,144.5
GBR41,Tydeman Cay anchorage,-13.97733,144.50067,Australia,4,2015,2016,2,NA,-13.98,144.5
GBR43,Wilson Reef SW,-13.96062,144.37804,Australia,2,2015,2015,1,NA,-13.96,144.38
GBR44,Wilson Reef Lagoon,-13.95675,144.3855,Australia,2,2015,2015,1,NA,-13.96,144.39
GBR45,Forbes Island west boulders,-12.28595,143.40371,Australia,4,2015,2016,2,NA,-12.29,143.4
GBR46,Forbes Island NE,-12.28241,143.41092,Australia,4,2015,2016,2,NA,-12.28,143.41
GBR48,Forbes Island Bommie West,-12.28091,143.40302,Australia,4,2015,2016,2,NA,-12.28,143.4
GBR5,Lady Musgrave west gutter,-23.89822,152.39725,Australia,2,2015,2015,1,NA,-23.9,152.4
GBR50,Yule Passage,-10.38352,143.929,Australia,2,2015,2015,1,NA,-10.38,143.93
GBR51,Seven Reefs east,-10.28793,143.71759,Australia,6,2015,2016,2,NA,-10.29,143.72
GBR52,Seven Reefs Anchorage,-10.2875,143.70978,Australia,6,2013,2016,3,NA,-10.29,143.71
GBR53,Salamander Reef,-11.76571,143.65005,Australia,4,2015,2016,2,NA,-11.77,143.65
GBR54,Two Hour Reef,-12.16237,143.64859,Australia,4,2015,2016,2,NA,-12.16,143.65
GBR55,Lagoon Reef Inner NW,-12.38375,143.76197,Australia,4,2015,2016,2,NA,-12.38,143.76
GBR57,Lagoon Reef Inner E,-12.38391,143.772,Australia,6,2015,2018,3,NA,-12.38,143.77
GBR58,Burke Reef,-12.62531,143.58327,Australia,4,2015,2016,2,NA,-12.63,143.58
GBR59,Shark Reef,-12.87385,143.8151,Australia,4,2015,2016,2,NA,-12.87,143.82
GBR6,Fairfax Island anchorage,-23.85665,152.36312,Australia,1,2015,2015,1,NA,-23.86,152.36
GBR60,Shark Reef Gardens,-12.87695,143.82034,Australia,4,2015,2016,2,NA,-12.88,143.82
GBR61,Cat Reef Bommie,-12.00363,143.83904,Australia,2,2015,2015,1,NA,-12,143.84
GBR62,Crocodile Bommie,-13.8185,144.28213,Australia,4,2015,2016,2,NA,-13.82,144.28
GBR63,Surprise Reef,-13.99527,144.68397,Australia,4,2015,2017,2,NA,-14,144.68
GBR64,Surprise Reef Paradise,-13.98947,144.67643,Australia,4,2015,2017,2,NA,-13.99,144.68
GBR65,Surprise Reef Rubble,-14.0108,144.71335,Australia,4,2015,2017,2,NA,-14.01,144.71
GBR66,Day Reef Outer,-14.49317,145.55476,Australia,2,2015,2015,1,NA,-14.49,145.55
GBR67,Day Reef Inner,-14.51742,145.5309,Australia,4,2015,2017,2,NA,-14.52,145.53
GBR68,North Direction Reef 1,-14.74355,145.515767,Australia,2,2015,2015,1,NA,-14.74,145.52
GBR69,North Direction Reef 2,-14.7464,145.517,Australia,2,2015,2015,1,NA,-14.75,145.52
GBR70,Low Isles 1,-16.3835,145.571,Australia,4,2015,2017,2,NA,-16.38,145.57
GBR71,Low Isles 2,-16.38648,145.5726,Australia,4,2016,2016,1,NA,-16.39,145.57
GBR73,Michaelmas Reef 1,-16.5487,146.05,Australia,2,2016,2016,1,NA,-16.55,146.05
GBR75,Michaelmas Reef 3,-16.55537,146.05687,Australia,2,2016,2016,1,NA,-16.56,146.06
GBR76,Bait Reef inner buoy,-19.80832,149.0658,Australia,4,2016,2019,3,NA,-19.81,149.07
GBR77,Chinamans Reef NW,-16.21103,145.7844,Australia,2,2016,2016,1,NA,-16.21,145.78
GBR78,Chinamans Reef,-16.21338,145.7856,Australia,2,2016,2016,1,NA,-16.21,145.79
GBR8,Fairfax Island north west,-23.85162,152.36769,Australia,2,2015,2015,1,NA,-23.85,152.37
GBR80,Womer Cay,-10.79166,142.97184,Australia,2,2016,2016,1,NA,-10.79,142.97
GBR82,Sinclair Is Sth,-11.11549,143.02101,Australia,2,2016,2016,1,NA,-11.12,143.02
GBR83,Sinclair Lagoon,-11.11333,143.01978,Australia,2,2016,2016,1,NA,-11.11,143.02
GBR85,Collette Reef,-11.23159,143.35565,Australia,2,2016,2016,1,NA,-11.23,143.36
GBR86,Collette Reef anchorage,-11.22806,143.35356,Australia,2,2016,2016,1,NA,-11.23,143.35
GBR87,Pandora Passage,-11.37218,143.98805,Australia,1,2016,2016,1,NA,-11.37,143.99
GBR88,Boxing Day test,-11.48989,143.84975,Australia,2,2016,2016,1,NA,-11.49,143.85
GBR90,Salamander Reef Nth,-11.76133,143.65236,Australia,2,2016,2016,1,NA,-11.76,143.65
GBR91,Distant Garden,-11.98055,143.65133,Australia,2,2016,2016,1,NA,-11.98,143.65
GBR93,Forbes Island SE,-12.29665,143.41701,Australia,2,2016,2016,1,NA,-12.3,143.42
GBR94,Swains SE new,-22.37482,152.54288,Australia,2,2017,2017,1,NA,-22.37,152.54
GBR95,Reticulatus Reef,-13.18186,143.83723,Australia,2,2016,2016,1,NA,-13.18,143.84
GBR96,Day Reef Bommie,-14.51005,145.52432,Australia,2,2017,2017,1,NA,-14.51,145.52
GBR97,Eel Reef NW,-12.39903,143.36996,Australia,2,2016,2016,1,NA,-12.4,143.37
GBR98,Broadhurst North,-18.87268,147.71152,Australia,2,2017,2017,1,NA,-18.87,147.71
GIB1,Castillos,36.119762,-5.352046,Spain,2,2015,2015,1,NA,36.12,-5.35
GL1,Ittoqqortoormiit,70.482667,-21.97333,Greenland,3,2012,2012,1,NA,70.48,-21.97
GOC1,Punta Pescador East,28.939866,-113.39035,Mexico,2,2014,2014,1,NA,28.94,-113.39
GOC10,El Cantil,23.44133,-109.4105,Mexico,2,2018,2018,1,NA,23.44,-109.41
GOC11,El Bajo,23.45921,-109.4062,Mexico,2,2018,2018,1,NA,23.46,-109.41
GOC12,El Bladito,23.36071,-109.4217,Mexico,2,2018,2018,1,NA,23.36,-109.42
GOC14,El Islote,23.40803,-109.4134,Mexico,2,2018,2018,1,NA,23.41,-109.41
GOC15,Las Navajas,23.44567,-109.4179,Mexico,2,2018,2018,1,NA,23.45,-109.42
GOC16,Los Chopitos,23.40432,-109.4172,Mexico,2,2018,2018,1,NA,23.4,-109.42
GOC17,Tintorera,24.56411,-110.4132,Mexico,2,2018,2018,1,NA,24.56,-110.41
GOC18,San Gabriel,24.43005,-110.365,Mexico,2,2018,2018,1,NA,24.43,-110.36
GOC19,Piedra de Swan,24.39237,-110.3054,Mexico,2,2018,2018,1,NA,24.39,-110.31
GOC3,La Unica North,28.926162,-113.38398,Mexico,2,2014,2014,1,NA,28.93,-113.38
GOC4,La Unica South,28.923001,-113.38261,Mexico,2,2014,2014,1,NA,28.92,-113.38
GOC5,Little Smith Island Bay,29.097493,-113.52766,Mexico,2,2014,2014,1,NA,29.1,-113.53
GOC7,Isla Smith Point,29.078069,-113.5038,Mexico,2,2014,2014,1,NA,29.08,-113.5
GOC8,Isla Smith,29.079591,-113.50722,Mexico,2,2014,2014,1,NA,29.08,-113.51
GSV1,Carrickalinga (toilet),-35.42445,138.319,Australia,8,2008,2018,7,NA,-35.42,138.32
GSV100,Port Noarlunga Jetty offshore,-35.149298,138.464297,Australia,4,2011,2014,2,NA,-35.15,138.46
GSV101,Port Stanvac Jetty deep,-35.1071,138.4695,Australia,5,2014,2014,1,NA,-35.11,138.47
GSV103,Stenhouse Bay,-35.27071,136.94597,Australia,3,2008,2008,1,NA,-35.27,136.95
GSV104,Edithburgh Jetty,-35.084825,137.749572,Australia,3,2008,2008,1,NA,-35.08,137.75
GSV105,Marino Rocks,-35.052501,138.5027,Australia,4,2016,2016,1,NA,-35.05,138.5
GSV106,Normanville Beach,-35.446652,138.304966,Australia,12,2012,2018,4,NA,-35.45,138.3
GSV106,Normanville Beach,-35.44665,138.305,Australia,4,2012,2018,4,NA,-35.45,138.31
GSV107,Olivers Reef,-35.54715,138.6382,Australia,9,2013,2018,3,NA,-35.55,138.64
GSV108,Granite Island,-35.56604,138.6273,Australia,4,2013,2018,2,NA,-35.57,138.63
GSV109,Outer Harbor breakwater south inside,-34.788514,138.46726,Australia,4,2015,2015,1,NA,-34.79,138.47
GSV110,Lady Bay,-35.47356,138.281158,Australia,4,2017,2018,2,NA,-35.47,138.28
GSV111,Myponga,-35.37082,138.3818,Australia,4,2017,2018,2,NA,-35.37,138.38
GSV112,Noarlunga South Outside,-35.156921,138.465454,Australia,4,2017,2018,2,NA,-35.16,138.47
GSV113,Yankalilla Mouth,-35.4655,138.2946,Australia,4,2017,2018,2,NA,-35.47,138.29
GSV114,South Shores,-35.45609,138.2994,Australia,4,2017,2018,2,NA,-35.46,138.3
GSV115,Port Gawler,-34.61942,138.3105,Australia,4,2017,2018,2,NA,-34.62,138.31
GSV116,Aldinga Pinacles,-35.26681,138.4336,Australia,4,2017,2018,2,NA,-35.27,138.43
GSV117,Cape Jervis South,-35.60447,138.0933,Australia,4,2017,2018,2,NA,-35.6,138.09
GSV118,Backstairs Deep,-35.64782,138.2592,Australia,4,2017,2018,2,NA,-35.65,138.26
GSV119,Deep Creek,-35.65469,138.24448,Australia,4,2017,2018,2,NA,-35.65,138.24
GSV12,West Island,-35.61029,138.5929,Australia,8,2017,2018,2,NA,-35.61,138.59
GSV120,Chiton Rocks,-35.5405,138.654,Australia,8,2017,2018,2,NA,-35.54,138.65
GSV121,Encounter Deep,-35.57729,138.6184,Australia,8,2017,2018,2,NA,-35.58,138.62
GSV124,Horseshoe inner,-35.137931,138.462921,Australia,14,2015,2018,4,NA,-35.14,138.46
GSV125,Broken Bottom,-34.96335,138.48029,Australia,12,2015,2018,4,NA,-34.96,138.48
GSV126,Milkies,-34.98648,138.45401,Australia,4,2015,2016,2,NA,-34.99,138.45
GSV127,Semaphore,-34.8471,138.44595,Australia,12,2015,2018,4,NA,-34.85,138.45
GSV128,Southport,-35.167751,138.462265,Australia,12,2015,2018,4,NA,-35.17,138.46
GSV129,Willunga,-35.25666,138.458496,Australia,8,2015,2016,2,NA,-35.26,138.46
GSV132,Seacliff,-35.03997,138.4915,Australia,4,2015,2018,4,NA,-35.04,138.49
GSV133,Macs Reef,-34.97583,138.4514,Australia,5,2015,2016,2,NA,-34.98,138.45
GSV134,Port Parham,-34.44449,138.197,Australia,4,2015,2018,4,NA,-34.44,138.2
GSV137,Port Stanvac North,-35.0976,138.4775,Australia,4,2016,2016,1,NA,-35.1,138.48
GSV138,Moana outside,-35.206501,138.462204,Australia,8,2016,2018,3,NA,-35.21,138.46
GSV139,Port Stanvac South,-35.103401,138.474197,Australia,4,2016,2016,1,NA,-35.1,138.47
GSV14,Newland Head,-35.64094,138.5266,Australia,8,2017,2018,2,NA,-35.64,138.53
GSV140,Hallett Cove,-35.0736,138.494293,Australia,4,2016,2016,1,NA,-35.07,138.49
GSV141,Penneshaw Pub West,-35.71555,137.9341,Australia,4,2009,2009,1,NA,-35.72,137.93
GSV15,Flat Irons,-35.61781,138.5572,Australia,8,2017,2018,2,NA,-35.62,138.56
GSV17,The Bluff,-35.588871,138.60553,Australia,8,2013,2018,3,NA,-35.59,138.61
GSV18,Morgans,-35.588451,138.108383,Australia,8,2016,2018,3,NA,-35.59,138.11
GSV19,Hog Point,-35.719741,137.964477,Australia,4,2017,2018,2,NA,-35.72,137.96
GSV20,Snapper North,-35.74983,138.0554,Australia,8,2017,2018,2,NA,-35.75,138.06
GSV21,Cable Hut,-35.732681,138.019104,Australia,4,2017,2018,2,NA,-35.73,138.02
GSV24,Ripple Rock,-35.3841,138.355867,Australia,8,2016,2018,3,NA,-35.38,138.36
GSV25,Shag Rock Carrickalinga,-35.39933,138.33456,Australia,23,2008,2018,7,NA,-35.4,138.33
GSV26,2nd Valley Boat Shed,-35.50945,138.21449,Australia,25,2008,2018,7,NA,-35.51,138.21
GSV28,Rapid Head Windmills,-35.53085,138.1529,Australia,4,2017,2018,2,NA,-35.53,138.15
GSV3,Carrickalinga Head,-35.398,138.3359,Australia,8,2018,2018,1,NA,-35.4,138.34
GSV30,Porpoise Head,-35.66193,138.2145,Australia,8,2017,2018,2,NA,-35.66,138.21
GSV34,Nev'S Windmills,-35.552601,138.129837,Australia,8,2016,2018,3,NA,-35.55,138.13
GSV39,Fishery Beach,-35.63411,138.1118,Australia,5,2017,2018,2,NA,-35.63,138.11
